[2023-05-07 22:24:34,641] Register - Step 01: Navigate to 'Register' Page
[2023-05-14 17:13:14,853] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 17:14:19,046] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:14:20,390] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 17:14:24,810] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 17:14:25,055]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:14:28,428] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 17:14:29,139] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 17:18:53,572] Register_01 - Step 01: Click to 'Register' link
[2023-05-14 17:18:55,046] Register_01 - Step 02: Click to 'Register' button
[2023-05-14 17:18:55,428] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-14 17:18:55,522]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:55,522] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-14 17:18:55,607]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:55,607] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 17:18:55,684]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:55,684] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-14 17:18:55,771]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:55,771] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-14 17:18:55,859]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:55,866] Register_02 - Step 01: Click to Register link
[2023-05-14 17:18:56,606] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:18:56,809] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:18:56,963] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-14 17:18:57,089] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:18:57,219] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 17:18:57,335] Register_02 - Step 06: Click to 'Register' button
[2023-05-14 17:18:57,870] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 17:18:58,034]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:18:58,040] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:18:58,554] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-14 17:18:58,733] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-14 17:18:58,866] Register_03 - Step 04: Enter to Email textbox with value is'abc8185@gmail.com'
[2023-05-14 17:18:59,000] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-14 17:18:59,125] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-14 17:18:59,239] Register_03 - Step 07: Click to 'Register' button
[2023-05-14 17:19:00,158] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-14 17:19:00,253]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:19:00,256] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:19:00,739] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:19:00,918] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:19:01,055] Register_04 - Step 04: Enter to Existing  Email textbox with value abc8185@gmail.com
[2023-05-14 17:19:01,226] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:19:01,334] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 17:19:01,459] Register_04 - Step 06: Click to 'Register' button
[2023-05-14 17:19:02,034] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-14 17:19:02,188]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:19:02,191] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:19:02,767] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:19:02,926] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:19:03,068] Register_05 - Step 04: Enter to Existing  Email textbox with value abc8185@gmail.com
[2023-05-14 17:19:03,203] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-14 17:19:03,318] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 17:19:03,434] Register_05 - Step 06: Click to 'Register' button
[2023-05-14 17:19:03,751] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-14 17:19:03,856]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:19:03,862] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:19:04,366] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:19:04,515] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:19:04,665] Register_06 - Step 04: Enter to Existing  Email textbox with value abc8185@gmail.com
[2023-05-14 17:19:04,798] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:19:04,920] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 17:19:05,057] Register_06 - Step 06: Click to 'Register' button
[2023-05-14 17:19:05,850] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-14 17:19:05,975]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:19:05,981] OS name = windows 10
[2023-05-14 17:19:05,982] Driver instance name = firefoxdriver: firefox on windows (b3223a99-5537-43e7-bc10-df8c6c3a93a6)
[2023-05-14 17:28:47,137] Register_01 - Step 01: Click to 'Register' link
[2023-05-14 17:28:48,767] Register_01 - Step 02: Click to 'Register' button
[2023-05-14 17:28:49,151] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-14 17:28:49,243]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:49,244] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-14 17:28:49,333]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:49,333] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 17:28:49,408]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:49,408] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-14 17:28:49,490]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:49,490] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-14 17:28:49,561]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:49,569] Register_02 - Step 01: Click to Register link
[2023-05-14 17:28:50,109] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:28:50,302] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:28:50,447] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-14 17:28:50,577] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:28:50,694] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 17:28:50,809] Register_02 - Step 06: Click to 'Register' button
[2023-05-14 17:28:51,340] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 17:28:51,475]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:51,479] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:28:51,978] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-14 17:28:52,158] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-14 17:28:52,309] Register_03 - Step 04: Enter to Email textbox with value is'abc3219@gmail.com'
[2023-05-14 17:28:52,428] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-14 17:28:52,547] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-14 17:28:52,670] Register_03 - Step 07: Click to 'Register' button
[2023-05-14 17:28:53,608] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-14 17:28:53,738]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:53,743] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:28:54,249] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:28:54,494] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:28:54,640] Register_04 - Step 04: Enter to Existing  Email textbox with value abc3219@gmail.com
[2023-05-14 17:28:54,766] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:28:54,889] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 17:28:55,009] Register_04 - Step 06: Click to 'Register' button
[2023-05-14 17:28:55,527] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-14 17:28:55,627]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:55,633] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:28:56,171] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:28:56,346] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:28:56,495] Register_05 - Step 04: Enter to Existing  Email textbox with value abc3219@gmail.com
[2023-05-14 17:28:56,620] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-14 17:28:56,734] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 17:28:56,859] Register_05 - Step 06: Click to 'Register' button
[2023-05-14 17:28:57,181] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-14 17:28:57,321]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:57,327] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-14 17:28:57,854] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 17:28:58,015] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 17:28:58,151] Register_06 - Step 04: Enter to Existing  Email textbox with value abc3219@gmail.com
[2023-05-14 17:28:58,305] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 17:28:58,428] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 17:28:58,542] Register_06 - Step 06: Click to 'Register' button
[2023-05-14 17:28:59,333] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-14 17:28:59,484]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:28:59,490] OS name = windows 10
[2023-05-14 17:28:59,491] Driver instance name = firefoxdriver: firefox on windows (7982d606-c366-4b32-986d-c310ebd20c39)
[2023-05-14 17:39:15,684] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:40:18,322] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:40:20,433] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 17:41:35,727] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:41:37,040] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 17:41:41,472] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 17:41:41,609]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:41:44,925] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 17:41:45,572] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 17:41:45,931] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 17:41:46,142] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 17:41:46,283] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 17:44:54,351] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:44:55,782] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 17:45:00,306] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 17:45:00,422]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:45:03,738] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 17:45:04,956] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 17:45:05,294] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 17:45:05,446] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 17:45:05,559] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 17:45:05,900] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 17:45:06,287] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 17:45:06,745] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 17:45:06,979] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 17:45:07,089] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 17:45:10,063] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 17:46:41,068] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 17:46:42,458] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 17:46:46,966] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 17:46:47,215]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:46:50,581] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 17:46:51,776] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 17:46:52,129] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 17:46:52,267] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 17:46:52,399] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 17:46:52,727] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 17:46:53,232] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 17:46:53,701] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 17:46:53,961] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 17:46:54,076] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 17:46:56,612] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 17:46:56,743]  -------------------------- PASSED -------------------------- 
[2023-05-14 17:46:56,743] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 20:54:51,765] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 20:54:53,439] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 20:54:58,117] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 20:54:58,252]  -------------------------- PASSED -------------------------- 
[2023-05-14 20:55:01,579] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 20:55:02,511] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 20:55:02,863] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 20:55:03,072] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 20:55:03,181] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 20:55:03,513] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 20:55:03,998] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 20:55:04,442] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 20:55:04,668] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 20:55:04,759] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 20:55:07,861] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 20:55:08,000]  -------------------------- PASSED -------------------------- 
[2023-05-14 20:55:08,000] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 21:03:57,551] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 21:03:58,334] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 21:04:02,280] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 21:04:02,420]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:08:56,287] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 21:08:58,458] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 21:09:03,318] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 21:09:03,433]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:31:49,587] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 21:31:50,951] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 21:31:56,678] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 21:31:56,797]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:31:56,797] Pre-condition - Step 04: Close success message
[2023-05-14 21:32:00,160] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 21:32:00,923] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 21:32:01,252] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 21:32:01,482] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 21:32:01,595] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 21:32:01,934] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 21:32:02,353] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 21:32:02,769] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 21:32:03,002] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 21:32:03,111] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 21:32:05,905] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 21:32:06,023]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:32:06,023] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 21:56:12,833] OS name = windows 10
[2023-05-14 21:56:12,835] 
[2023-05-14 21:57:15,893] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 21:57:17,306] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 21:57:21,872] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 21:57:21,997]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:57:22,002] Pre-condition - Step 04: Close success message
[2023-05-14 21:57:25,349] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 21:57:25,986] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 21:57:26,312] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 21:57:26,559] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 21:57:26,797] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 21:57:27,135] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 21:57:27,581] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 21:57:27,974] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 21:57:28,158] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 21:57:28,255] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 21:57:31,339] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 21:57:31,475]  -------------------------- PASSED -------------------------- 
[2023-05-14 21:57:31,475] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 21:58:12,098] My_Account_02 - Step 01: Click to Address link
[2023-05-14 21:58:13,798] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 21:58:16,438] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 21:58:16,632] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 21:58:16,744] My_Account_02 - Step 05: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 21:58:16,871] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 21:58:17,028] My_Account_02 - Step 07: Choose Country dropdown with value = Vietnam
[2023-05-14 21:58:37,154] OS name = windows 10
[2023-05-14 21:58:37,155] Driver instance name = firefoxdriver: firefox on windows (d0a8d613-2359-4f42-a4e7-63b73851a06a)
[2023-05-14 22:02:20,714] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 22:02:22,064] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 22:02:25,830] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 22:02:25,965]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:02:25,965] Pre-condition - Step 04: Close success message
[2023-05-14 22:02:29,313] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 22:02:30,176] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 22:02:30,503] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 22:02:30,738] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 22:02:30,852] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 22:02:31,166] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 22:02:31,612] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 22:02:32,046] My_Account_01 - Step 08: Input to Email Textbox with value = automation@gmail.com
[2023-05-14 22:02:32,274] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 22:02:32,390] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 22:02:35,511] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 22:02:35,660]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:02:35,661] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 22:02:54,008] My_Account_02 - Step 01: Click to Address link
[2023-05-14 22:02:54,211] OS name = windows 10
[2023-05-14 22:02:54,212] Driver instance name = firefoxdriver: firefox on windows (342fb9a2-e0b7-44da-85ef-de817ac47f1e)
[2023-05-14 22:02:54,223] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.2.110', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 10596, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 342fb9a2-e0b7-44da-85ef-de817ac47f1e
[2023-05-14 22:03:48,066] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 22:03:48,829] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 22:03:53,394] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 22:03:53,532]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:03:53,532] Pre-condition - Step 04: Close success message
[2023-05-14 22:03:56,889] My_Account_01 - Step 01: Click to My Account link
[2023-05-14 22:03:57,652] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-14 22:03:57,981] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 22:03:58,192] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 22:03:58,314] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-14 22:03:58,696] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-14 22:03:59,130] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-14 22:03:59,612] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 22:03:59,839] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-14 22:03:59,966] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-14 22:04:03,189] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-14 22:04:03,335]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:04:03,335] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-14 22:04:43,952] My_Account_02 - Step 01: Click to Address link
[2023-05-14 22:04:45,121] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-14 22:04:47,626] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-14 22:04:47,832] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-14 22:04:48,035] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-14 22:04:48,191] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-14 22:04:48,303] My_Account_02 - Step 07: Choose Country dropdown with value = Vietnam
[2023-05-14 22:05:08,441] OS name = windows 10
[2023-05-14 22:05:08,443] Driver instance name = firefoxdriver: firefox on windows (76f6ec20-c3d2-4bdc-8b45-5196bcd30295)
[2023-05-14 22:06:09,183] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 22:06:10,570] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 22:06:15,178] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 22:06:15,306]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:06:15,307] Pre-condition - Step 04: Close success message
[2023-05-14 22:06:18,626] Pre-condition - Step 05: Click to 'Search' link
[2023-05-14 22:06:21,161] Search_01 - Step 01: Click to 'Search' button
[2023-05-14 22:06:21,240] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-14 22:06:27,096] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-14 22:06:27,785] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-14 22:06:27,798] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-14 22:06:27,814] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-14 22:06:27,829] OS name = windows 10
[2023-05-14 22:06:27,829] Driver instance name = firefoxdriver: firefox on windows (ac260022-b4cf-4c99-9df2-c425e5ae7f78)
[2023-05-14 22:06:27,841] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.2.110', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 10116, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: ac260022-b4cf-4c99-9df2-c425e5ae7f78
[2023-05-14 22:06:55,098] Pre-condition - Step 01: Click to 'Login' link
[2023-05-14 22:06:56,280] Pre-condition - Step 02: Add cookie and reload
[2023-05-14 22:07:00,957] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-14 22:07:01,094]  -------------------------- PASSED -------------------------- 
[2023-05-14 22:07:01,094] Pre-condition - Step 04: Close success message
[2023-05-14 22:07:04,404] Pre-condition - Step 05: Click to 'Search' link
[2023-05-14 22:07:06,857] Search_01 - Step 01: Click to 'Search' button
[2023-05-14 22:07:06,946] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-14 22:07:17,774] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-14 22:07:17,812] Search_04 - Step 01: Input absolute data to Search textbox
